"Cluster","Gene"
"HSA-MIR-103A-3P","SNCG"
"HSA-MIR-103A-3P","CAV1"
"HSA-MIR-103A-3P","OLFM4"
"HSA-MIR-106A-5P","MFN2"
"HSA-MIR-106B-5P","CCND2"
"HSA-MIR-106B-5P","MFN2"
"HSA-MIR-107","SNCG"
"HSA-MIR-107","CPEB1"
"HSA-MIR-107","CAV1"
"HSA-MIR-107","PLAG1"
"HSA-MIR-10B-5P","HOXB3"
"HSA-MIR-10B-5P","TPM1"
"HSA-MIR-122-5P","EGLN3"
"HSA-MIR-122-5P","ATP1A2"
"HSA-MIR-122-5P","DUSP2"
"HSA-MIR-122-5P","SRF"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-124-3P","CCND2"
"HSA-MIR-124-3P","CAV1"
"HSA-MIR-124-3P","ITGB3"
"HSA-MIR-124-3P","RAB38"
"HSA-MIR-125B-5P","APLN"
"HSA-MIR-125B-5P","SCNN1A"
"HSA-MIR-126-3P","PGR"
"HSA-MIR-128-3P","ABCG1"
"HSA-MIR-128-3P","EPHB1"
"HSA-MIR-129-5P","ABCG1"
"HSA-MIR-132-3P","SOX5"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","KCNH2"
"HSA-MIR-133A-3P","KCNQ1"
"HSA-MIR-133A-3P","GSTP1"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","KCNH2"
"HSA-MIR-133B","ERG"
"HSA-MIR-133B","GSTP1"
"HSA-MIR-133B","FGFR1"
"HSA-MIR-137","RASGRF1"
"HSA-MIR-137","PTGS2"
"HSA-MIR-138-1-3P","ZEB2"
"HSA-MIR-138-5P","FERMT2"
"HSA-MIR-138-5P","ZEB2"
"HSA-MIR-139-5P","ACTC1"
"HSA-MIR-140-3P","CD38"
"HSA-MIR-140-5P","FGFRL1"
"HSA-MIR-141-3P","HOXB5"
"HSA-MIR-141-3P","ZEB2"
"HSA-MIR-142-3P","ABCG2"
"HSA-MIR-142-5P","CLDN1"
"HSA-MIR-143-3P","PTGS2"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-144-3P","PTGS2"
"HSA-MIR-144-3P","ZEB2"
"HSA-MIR-145-5P","PPP3CA"
"HSA-MIR-145-5P","ERG"
"HSA-MIR-145-5P","ACTB"
"HSA-MIR-145-5P","HDAC2"
"HSA-MIR-145-5P","MYOCD"
"HSA-MIR-146A-5P","NOS1"
"HSA-MIR-146A-5P","CCND2"
"HSA-MIR-146A-5P","PTGS2"
"HSA-MIR-146A-5P","SLPI"
"HSA-MIR-146B-5P","PAX8"
"HSA-MIR-147A","HIF3A"
"HSA-MIR-148A-3P","ITGA5"
"HSA-MIR-148B-3P","ITGA5"
"HSA-MIR-149-3P","FGFR1"
"HSA-MIR-149-5P","PTGER2"
"HSA-MIR-149-5P","FGFR1"
"HSA-MIR-150-5P","CISH"
"HSA-MIR-152-3P","ITGA5"
"HSA-MIR-153-3P","ZEB2"
"HSA-MIR-153-5P","ZEB2"
"HSA-MIR-154-5P","CCND2"
"HSA-MIR-154-5P","ZEB2"
"HSA-MIR-155-5P","CCND2"
"HSA-MIR-155-5P","RAB11FIP2"
"HSA-MIR-155-5P","MEIS1"
"HSA-MIR-155-5P","FGF7"
"HSA-MIR-155-5P","CLDN1"
"HSA-MIR-155-5P","MYLK"
"HSA-MIR-15A-5P","CCND2"
"HSA-MIR-15A-5P","SOX5"
"HSA-MIR-15A-5P","FGF7"
"HSA-MIR-15A-5P","CHEK1"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-15B-5P","CHEK1"
"HSA-MIR-16-1-3P","CCND2"
"HSA-MIR-16-5P","CCND2"
"HSA-MIR-16-5P","CLDN2"
"HSA-MIR-16-5P","SOX5"
"HSA-MIR-16-5P","FGFR1"
"HSA-MIR-16-5P","CHEK1"
"HSA-MIR-16-5P","PTGS2"
"HSA-MIR-17-3P","ITGB3"
"HSA-MIR-17-3P","ITGA5"
"HSA-MIR-17-5P","CCND2"
"HSA-MIR-17-5P","MFN2"
"HSA-MIR-17-5P","CLU"
"HSA-MIR-181A-5P","PGR"
"HSA-MIR-181A-5P","PPP3CA"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","GPD1L"
"HSA-MIR-181A-5P","WIF1"
"HSA-MIR-181A-5P","ABCG2"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-181B-5P","VSNL1"
"HSA-MIR-181B-5P","SIX2"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","CCND2"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-184","PRKCB"
"HSA-MIR-185-5P","ABCG4"
"HSA-MIR-185-5P","SLC9A1"
"HSA-MIR-185-5P","DUSP4"
"HSA-MIR-185-5P","CAMK4"
"HSA-MIR-185-5P","SLC8A1"
"HSA-MIR-190A-5P","KCNQ5"
"HSA-MIR-191-5P","CCND2"
"HSA-MIR-192-5P","CAV1"
"HSA-MIR-192-5P","NID1"
"HSA-MIR-192-5P","ITGB3"
"HSA-MIR-194-5P","ITSN1"
"HSA-MIR-194-5P","SOX5"
"HSA-MIR-195-3P","MFN2"
"HSA-MIR-195-5P","CBX4"
"HSA-MIR-195-5P","CHEK1"
"HSA-MIR-195-5P","WNT7A"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196A-5P","HOXB8"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196A-5P","KRT5"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-196B-5P","MEIS1"
"HSA-MIR-196B-5P","HOXB8"
"HSA-MIR-197-3P","CD82"
"HSA-MIR-198","CCND2"
"HSA-MIR-198","FGFR1"
"HSA-MIR-199A-3P","PTGS2"
"HSA-MIR-199A-5P","CAV1"
"HSA-MIR-199A-5P","PTGS2"
"HSA-MIR-19B-3P","PITX1"
"HSA-MIR-200A-3P","HOXB5"
"HSA-MIR-200A-3P","SRF"
"HSA-MIR-200A-3P","ZEB2"
"HSA-MIR-200B-3P","HOXB5"
"HSA-MIR-200B-3P","ETV5"
"HSA-MIR-200B-3P","FERMT2"
"HSA-MIR-200B-3P","ZEB2"
"HSA-MIR-200C-3P","HOXB5"
"HSA-MIR-200C-3P","JAZF1"
"HSA-MIR-200C-3P","CFL2"
"HSA-MIR-200C-3P","MYLK"
"HSA-MIR-200C-3P","ZEB2"
"HSA-MIR-203A-3P","HOXD3"
"HSA-MIR-203A-3P","CAV1"
"HSA-MIR-203A-3P","WIF1"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-3P","ZEB2"
"HSA-MIR-203A-5P","CCND2"
"HSA-MIR-204-5P","MEIS1"
"HSA-MIR-204-5P","TRPM3"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","ITGA5"
"HSA-MIR-205-5P","ZEB2"
"HSA-MIR-206","CCND2"
"HSA-MIR-20A-5P","EGLN3"
"HSA-MIR-20A-5P","CCND2"
"HSA-MIR-20A-5P","PRKG1"
"HSA-MIR-20A-5P","DUSP2"
"HSA-MIR-21-5P","TGFBR3"
"HSA-MIR-21-5P","SOX5"
"HSA-MIR-21-5P","TPM1"
"HSA-MIR-21-5P","MSLN"
"HSA-MIR-21-5P","CBX4"
"HSA-MIR-21-5P","CLU"
"HSA-MIR-210-3P","FGFRL1"
"HSA-MIR-210-3P","GPD1L"
"HSA-MIR-210-3P","EHD2"
"HSA-MIR-210-3P","HIF3A"
"HSA-MIR-212-3P","ABCG2"
"HSA-MIR-214-3P","FGFR1"
"HSA-MIR-215-5P","NID1"
"HSA-MIR-215-5P","ZEB2"
"HSA-MIR-218-2-3P","SLIT3"
"HSA-MIR-218-5P","HOXB3"
"HSA-MIR-218-5P","POU2F2"
"HSA-MIR-219A-5P","P2RX5"
"HSA-MIR-219A-5P","CAMK2G"
"HSA-MIR-22-3P","CXCR2"
"HSA-MIR-22-3P","IRF5"
"HSA-MIR-221-3P","HOXB5"
"HSA-MIR-221-3P","ZEB2"
"HSA-MIR-222-3P","ABCG2"
"HSA-MIR-223-3P","SEMA3A"
"HSA-MIR-224-5P","APLN"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","HOXB4"
"HSA-MIR-24-1-5P","SLITRK1"
"HSA-MIR-24-3P","JPH2"
"HSA-MIR-24-3P","GATA3"
"HSA-MIR-24-3P","CHEK1"
"HSA-MIR-25-3P","CPEB1"
"HSA-MIR-26A-5P","CCND2"
"HSA-MIR-26A-5P","TRPC6"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","AMACR"
"HSA-MIR-26A-5P","ITGA5"
"HSA-MIR-26A-5P","CHEK1"
"HSA-MIR-26A-5P","DUSP4"
"HSA-MIR-26A-5P","PTGS2"
"HSA-MIR-26B-5P","PTGS2"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","GATA3"
"HSA-MIR-27A-3P","SEMA6A"
"HSA-MIR-27A-5P","SNAP25"
"HSA-MIR-27B-3P","SEMA6A"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-296-5P","FGFR1"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","CCND2"
"HSA-MIR-29A-3P","CLDN1"
"HSA-MIR-29B-3P","CCND2"
"HSA-MIR-29B-3P","NID1"
"HSA-MIR-29B-3P","DUSP2"
"HSA-MIR-29B-3P","GATA3"
"HSA-MIR-29C-3P","CCND2"
"HSA-MIR-302B-3P","CCND2"
"HSA-MIR-302D-3P","CCND2"
"HSA-MIR-30A-5P","FOXD1"
"HSA-MIR-30A-5P","ITGB3"
"HSA-MIR-30A-5P","ERG"
"HSA-MIR-30A-5P","RAB38"
"HSA-MIR-30B-5P","ERG"
"HSA-MIR-30C-5P","MTTP"
"HSA-MIR-30C-5P","CCND2"
"HSA-MIR-30E-5P","MTTP"
"HSA-MIR-31-5P","MPRIP"
"HSA-MIR-31-5P","DMD"
"HSA-MIR-31-5P","JAZF1"
"HSA-MIR-31-5P","ITGA5"
"HSA-MIR-3127-5P","INPP5J"
"HSA-MIR-320A","ITGB3"
"HSA-MIR-320A","ABCG2"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-328-3P","KCNH2"
"HSA-MIR-328-3P","ABCG2"
"HSA-MIR-330-3P","CCBE1"
"HSA-MIR-330-5P","ITGA5"
"HSA-MIR-335-5P","DAAM2"
"HSA-MIR-335-5P","ZEB2"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-338-3P","ITGB3"
"HSA-MIR-338-3P","ZEB2"
"HSA-MIR-33A-5P","ACTB"
"HSA-MIR-33A-5P","PRKCB"
"HSA-MIR-340-5P","CCND2"
"HSA-MIR-34A-5P","KCNH2"
"HSA-MIR-34A-5P","HDAC1"
"HSA-MIR-34A-5P","IMPDH2"
"HSA-MIR-362-3P","CD82"
"HSA-MIR-374A-5P","WIF1"
"HSA-MIR-375","FZD8"
"HSA-MIR-375","PLAG1"
"HSA-MIR-378A-3P","PGR"
"HSA-MIR-378A-3P","WNT10A"
"HSA-MIR-381-3P","P2RX5"
"HSA-MIR-381-3P","ANO1"
"HSA-MIR-381-3P","ID1"
"HSA-MIR-424-5P","TGFBR3"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-424-5P","FGFR1"
"HSA-MIR-424-5P","CHEK1"
"HSA-MIR-429","HOXB5"
"HSA-MIR-429","ZEB2"
"HSA-MIR-4437","SNCG"
"HSA-MIR-4496","ABCG2"
"HSA-MIR-449A","WISP2"
"HSA-MIR-449A","CAPN6"
"HSA-MIR-449A","HDAC1"
"HSA-MIR-449B-5P","HDAC1"
"HSA-MIR-455-3P","HDAC2"
"HSA-MIR-4674","SNCG"
"HSA-MIR-4722-5P","SNCG"
"HSA-MIR-4782-3P","ZEB2"
"HSA-MIR-483-3P","RASGRF1"
"HSA-MIR-483-3P","SRF"
"HSA-MIR-483-5P","SRF"
"HSA-MIR-485-3P","NFYB"
"HSA-MIR-485-5P","HIF3A"
"HSA-MIR-486-5P","OLFM4"
"HSA-MIR-486-5P","DOCK3"
"HSA-MIR-487A-3P","ABCG2"
"HSA-MIR-494-3P","SLC26A3"
"HSA-MIR-495-3P","MEIS1"
"HSA-MIR-497-5P","CHEK1"
"HSA-MIR-497-5P","WNT7A"
"HSA-MIR-503-5P","FGFR1"
"HSA-MIR-503-5P","CHEK1"
"HSA-MIR-513A-3P","GSTP1"
"HSA-MIR-519C-3P","ABCG2"
"HSA-MIR-520H","HDAC1"
"HSA-MIR-520H","ABCG2"
"HSA-MIR-558","PTGS2"
"HSA-MIR-559","VCL"
"HSA-MIR-562","EYA1"
"HSA-MIR-572","CISH"
"HSA-MIR-573","FGFR1"
"HSA-MIR-589-5P","PTGS2"
"HSA-MIR-590-3P","ZEB2"
"HSA-MIR-603","CCND2"
"HSA-MIR-641","SNAP25"
"HSA-MIR-644A","ACTB"
"HSA-MIR-661","VCL"
"HSA-MIR-675-5P","REPS2"
"HSA-MIR-7-5P","HOXB5"
"HSA-MIR-7-5P","HOXB3"
"HSA-MIR-708-5P","CNTFR"
"HSA-MIR-708-5P","ZEB2"
"HSA-MIR-718","HOXB8"
"HSA-MIR-761","MFN2"
"HSA-MIR-874-3P","HDAC1"
"HSA-MIR-9-3P","DMD"
"HSA-MIR-9-5P","NOX4"
"HSA-MIR-9-5P","CAMKK2"
"HSA-MIR-9-5P","POU2F2"
"HSA-MIR-9-5P","SRF"
"HSA-MIR-9-5P","DRD2"
"HSA-MIR-9-5P","MYOCD"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-3P","HDAC2"
"HSA-MIR-92A-3P","ITGA5"
"HSA-MIR-93-5P","RPS6KA4"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-98-5P","CCND2"
"HSA-MIR-98-5P","ITGB3"
"HSA-MIR-99A-5P","NOX4"
"HSA-LET-7A-5P","TGFBR3"
"HSA-LET-7B-5P","CPEB1"
"HSA-LET-7F-5P","CYP19A1"
"HSA-MIR-1-3P","TWF1"
"HSA-MIR-101-3P","CPEB1"
"HSA-MIR-101-3P","PTGS2"
"HSA-MIR-101-3P","ZEB2"
"HSA-MIR-101-5P","TLR2"
"HSA-MIR-103A-3P","CAV1"
"HSA-MIR-103A-3P","GPD1"
"HSA-MIR-105-5P","TLR2"
"HSA-MIR-106A-5P","CYP19A1"
"HSA-MIR-107","CPEB1"
"HSA-MIR-107","CAV1"
"HSA-MIR-107","CHRM1"
"HSA-MIR-107","PLAG1"
"HSA-MIR-10B-5P","HOXB3"
"HSA-MIR-122-5P","EGLN3"
"HSA-MIR-122-5P","ANK2"
"HSA-MIR-122-5P","IL1A"
"HSA-MIR-122-5P","DUSP2"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-124-3P","CAV1"
"HSA-MIR-124-3P","RAB38"
"HSA-MIR-125B-5P","SFRP5"
"HSA-MIR-126-3P","TWF1"
"HSA-MIR-126-3P","PGR"
"HSA-MIR-126-3P","IGFBP2"
"HSA-MIR-128-3P","ABCG1"
"HSA-MIR-128-3P","EPHB1"
"HSA-MIR-128-3P","PIK3R1"
"HSA-MIR-129-5P","ABCG1"
"HSA-MIR-132-3P","SOX5"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","KCNQ1"
"HSA-MIR-133A-3P","GSTP1"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","ERG"
"HSA-MIR-133B","GSTP1"
"HSA-MIR-133B","FAIM"
"HSA-MIR-137","RASGRF1"
"HSA-MIR-137","PTGS2"
"HSA-MIR-138-1-3P","ZEB2"
"HSA-MIR-138-5P","FERMT2"
"HSA-MIR-138-5P","ZEB2"
"HSA-MIR-139-5P","ACTC1"
"HSA-MIR-140-3P","CD38"
"HSA-MIR-140-5P","FGFRL1"
"HSA-MIR-141-3P","HOXB5"
"HSA-MIR-141-3P","ZEB2"
"HSA-MIR-142-3P","IL1A"
"HSA-MIR-142-3P","ARNTL"
"HSA-MIR-142-3P","ABCG2"
"HSA-MIR-143-3P","PTGS2"
"HSA-MIR-143-3P","TLR2"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-144-3P","PTGS2"
"HSA-MIR-144-3P","ZEB2"
"HSA-MIR-145-3P","MMP16"
"HSA-MIR-145-5P","ROBO2"
"HSA-MIR-145-5P","NDRG2"
"HSA-MIR-145-5P","ERG"
"HSA-MIR-146A-5P","NOS1"
"HSA-MIR-146A-5P","PTGS2"
"HSA-MIR-146A-5P","SLPI"
"HSA-MIR-146A-5P","TLR2"
"HSA-MIR-146B-5P","MMP16"
"HSA-MIR-146B-5P","PAX8"
"HSA-MIR-147A","HIF3A"
"HSA-MIR-148A-3P","ITGA5"
"HSA-MIR-148B-3P","ITGA5"
"HSA-MIR-149-5P","PTGER2"
"HSA-MIR-150-5P","CISH"
"HSA-MIR-151A-3P","IL12RB2"
"HSA-MIR-152-3P","ITGA5"
"HSA-MIR-153-3P","ZEB2"
"HSA-MIR-153-5P","ZEB2"
"HSA-MIR-154-5P","ZEB2"
"HSA-MIR-154-5P","TLR2"
"HSA-MIR-155-5P","MMP16"
"HSA-MIR-155-5P","RAB11FIP2"
"HSA-MIR-155-5P","MYLK"
"HSA-MIR-155-5P","PIK3R1"
"HSA-MIR-15A-5P","SOX5"
"HSA-MIR-15A-5P","CHEK1"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-15B-5P","CHEK1"
"HSA-MIR-16-5P","CLDN2"
"HSA-MIR-16-5P","SOX5"
"HSA-MIR-16-5P","CHEK1"
"HSA-MIR-16-5P","PTGS2"
"HSA-MIR-17-3P","ITGA5"
"HSA-MIR-17-3P","GPX2"
"HSA-MIR-17-5P","CLU"
"HSA-MIR-181A-5P","DDIT4"
"HSA-MIR-181A-5P","PGR"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","WIF1"
"HSA-MIR-181A-5P","ABCG2"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-181B-5P","VSNL1"
"HSA-MIR-181C-5P","NDRG2"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","TSC22D3"
"HSA-MIR-182-5P","FOXF2"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-184","PRKCB"
"HSA-MIR-185-5P","ABCG4"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","SLC9A1"
"HSA-MIR-185-5P","DUSP4"
"HSA-MIR-1908-5P","APOE"
"HSA-MIR-190A-5P","KCNQ5"
"HSA-MIR-191-5P","IL1A"
"HSA-MIR-192-5P","CAV1"
"HSA-MIR-192-5P","SCN5A"
"HSA-MIR-194-5P","ITSN1"
"HSA-MIR-194-5P","SOX5"
"HSA-MIR-195-5P","CHEK1"
"HSA-MIR-195-5P","WNT7A"
"HSA-MIR-196A-5P","HOXD8"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196A-5P","HOXB8"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-196B-5P","HOXB8"
"HSA-MIR-197-3P","CD82"
"HSA-MIR-199A-3P","APOE"
"HSA-MIR-199A-3P","FUT4"
"HSA-MIR-199A-3P","PTGS2"
"HSA-MIR-199A-5P","APOE"
"HSA-MIR-199A-5P","CAV1"
"HSA-MIR-199A-5P","PTGS2"
"HSA-MIR-19A-3P","TLR2"
"HSA-MIR-19B-3P","CYP19A1"
"HSA-MIR-19B-3P","PITX1"
"HSA-MIR-19B-3P","TLR2"
"HSA-MIR-200A-3P","HOXB5"
"HSA-MIR-200A-3P","ZEB2"
"HSA-MIR-200B-3P","HOXB5"
"HSA-MIR-200B-3P","FERMT2"
"HSA-MIR-200B-3P","ZEB2"
"HSA-MIR-200C-3P","HOXB5"
"HSA-MIR-200C-3P","JAZF1"
"HSA-MIR-200C-3P","MYLK"
"HSA-MIR-200C-3P","ZEB2"
"HSA-MIR-203A-3P","HOXD3"
"HSA-MIR-203A-3P","CAV1"
"HSA-MIR-203A-3P","WIF1"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-3P","ZEB2"
"HSA-MIR-204-5P","IGFBP2"
"HSA-MIR-204-5P","TRPM3"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","ITGA5"
"HSA-MIR-205-5P","ZEB2"
"HSA-MIR-206","TWF1"
"HSA-MIR-20A-5P","EGLN3"
"HSA-MIR-20A-5P","PRKG1"
"HSA-MIR-20A-5P","DUSP2"
"HSA-MIR-21-5P","TGFBR3"
"HSA-MIR-21-5P","SOX5"
"HSA-MIR-21-5P","MSLN"
"HSA-MIR-21-5P","CLU"
"HSA-MIR-21-5P","PIK3R1"
"HSA-MIR-210-3P","FGFRL1"
"HSA-MIR-210-3P","HIF3A"
"HSA-MIR-212-3P","ABCG2"
"HSA-MIR-214-3P","POR"
"HSA-MIR-215-5P","ZEB2"
"HSA-MIR-218-1-3P","PIK3R1"
"HSA-MIR-218-2-3P","SLIT3"
"HSA-MIR-218-5P","HOXB3"
"HSA-MIR-218-5P","POU2F2"
"HSA-MIR-22-3P","CXCR2"
"HSA-MIR-22-3P","IRF5"
"HSA-MIR-221-3P","HOXB5"
"HSA-MIR-221-3P","DDIT4"
"HSA-MIR-221-3P","ZEB2"
"HSA-MIR-221-3P","PIK3R1"
"HSA-MIR-222-3P","ABCG2"
"HSA-MIR-223-3P","SEMA3A"
"HSA-MIR-224-3P","FUT4"
"HSA-MIR-224-5P","SERPINF2"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","HOXB4"
"HSA-MIR-23A-5P","TLR2"
"HSA-MIR-24-1-5P","SLITRK1"
"HSA-MIR-24-3P","GATA3"
"HSA-MIR-24-3P","CHEK1"
"HSA-MIR-25-3P","CPEB1"
"HSA-MIR-26A-5P","TRPC6"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","ITGA5"
"HSA-MIR-26A-5P","CHEK1"
"HSA-MIR-26A-5P","DUSP4"
"HSA-MIR-26A-5P","PTGS2"
"HSA-MIR-26B-5P","PTGS2"
"HSA-MIR-27A-3P","SEMA7A"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","GATA3"
"HSA-MIR-27A-5P","SNAP25"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","PIK3R1"
"HSA-MIR-29B-3P","DUSP2"
"HSA-MIR-29B-3P","GATA3"
"HSA-MIR-29B-3P","PIK3R1"
"HSA-MIR-300","ROS1"
"HSA-MIR-301A-5P","NDRG2"
"HSA-MIR-301B-5P","NDRG2"
"HSA-MIR-30A-5P","FOXD1"
"HSA-MIR-30A-5P","ERG"
"HSA-MIR-30A-5P","RAB38"
"HSA-MIR-30B-5P","ERG"
"HSA-MIR-30C-5P","DDIT4"
"HSA-MIR-30C-5P","TWF1"
"HSA-MIR-30D-5P","PPP1R14C"
"HSA-MIR-31-5P","MMP16"
"HSA-MIR-31-5P","DMD"
"HSA-MIR-31-5P","SGPP2"
"HSA-MIR-31-5P","JAZF1"
"HSA-MIR-31-5P","ITGA5"
"HSA-MIR-320A","ABCG2"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-328-3P","MMP16"
"HSA-MIR-328-3P","ABCG2"
"HSA-MIR-330-5P","ITGA5"
"HSA-MIR-335-5P","DAAM2"
"HSA-MIR-335-5P","TFF2"
"HSA-MIR-335-5P","ZEB2"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-338-3P","ZEB2"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33A-5P","PRKCB"
"HSA-MIR-34A-5P","HDAC1"
"HSA-MIR-362-3P","CD82"
"HSA-MIR-374A-5P","WIF1"
"HSA-MIR-375","FZD8"
"HSA-MIR-375","PLAG1"
"HSA-MIR-376A-3P","PIK3R1"
"HSA-MIR-378A-3P","PGR"
"HSA-MIR-378A-3P","CYP19A1"
"HSA-MIR-381-3P","ANO1"
"HSA-MIR-381-3P","ID1"
"HSA-MIR-424-5P","TGFBR3"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-424-5P","CHEK1"
"HSA-MIR-429","HOXB5"
"HSA-MIR-429","ONECUT2"
"HSA-MIR-429","ZEB2"
"HSA-MIR-4496","ABCG2"
"HSA-MIR-449A","CAPN6"
"HSA-MIR-449A","HDAC1"
"HSA-MIR-449B-5P","HDAC1"
"HSA-MIR-4782-3P","ZEB2"
"HSA-MIR-483-3P","RASGRF1"
"HSA-MIR-485-3P","NFYB"
"HSA-MIR-485-5P","HIF3A"
"HSA-MIR-486-5P","PIK3R1"
"HSA-MIR-487A-3P","ABCG2"
"HSA-MIR-487A-3P","PIK3R1"
"HSA-MIR-491-3P","IGFBP2"
"HSA-MIR-493-5P","FUT4"
"HSA-MIR-494-3P","SLC26A3"
"HSA-MIR-494-3P","ARNTL"
"HSA-MIR-497-5P","AMOT"
"HSA-MIR-497-5P","CHEK1"
"HSA-MIR-497-5P","WNT7A"
"HSA-MIR-503-5P","TNFRSF11A"
"HSA-MIR-503-5P","CHEK1"
"HSA-MIR-503-5P","PIK3R1"
"HSA-MIR-513A-3P","GSTP1"
"HSA-MIR-515-5P","CYP19A1"
"HSA-MIR-519A-3P","FOXF2"
"HSA-MIR-519C-3P","ABCG2"
"HSA-MIR-520A-3P","HOXD8"
"HSA-MIR-520H","HDAC1"
"HSA-MIR-520H","ABCG2"
"HSA-MIR-542-3P","PIK3R1"
"HSA-MIR-558","PTGS2"
"HSA-MIR-572","CISH"
"HSA-MIR-5787","ELF5"
"HSA-MIR-589-5P","PTGS2"
"HSA-MIR-590-3P","ZEB2"
"HSA-MIR-631","SULT1A1"
"HSA-MIR-641","SNAP25"
"HSA-MIR-647","ANK2"
"HSA-MIR-650","NDRG2"
"HSA-MIR-657","TLE1"
"HSA-MIR-7-5P","HOXB5"
"HSA-MIR-7-5P","HOXB3"
"HSA-MIR-708-5P","CNTFR"
"HSA-MIR-708-5P","ZEB2"
"HSA-MIR-718","HOXB8"
"HSA-MIR-874-3P","HDAC1"
"HSA-MIR-9-3P","DMD"
"HSA-MIR-9-5P","NOX4"
"HSA-MIR-9-5P","POU2F2"
"HSA-MIR-9-5P","ONECUT2"
"HSA-MIR-9-5P","DRD2"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-3P","ITGA5"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-942-5P","TLE1"
"HSA-MIR-96-5P","HTR1B"
"HSA-MIR-98-5P","CYP19A1"
"HSA-MIR-99A-5P","NOX4"
"HSA-LET-7A-3P","CCND2"
"HSA-LET-7A-5P","CCND2"
"HSA-LET-7A-5P","IGF2"
"HSA-LET-7A-5P","TGFBR3"
"HSA-LET-7B-5P","CCND2"
"HSA-LET-7B-5P","CPEB1"
"HSA-MIR-1-3P","SLC8A1"
"HSA-MIR-100-5P","IGF2"
"HSA-MIR-101-3P","CPEB1"
"HSA-MIR-101-3P","MEIS1"
"HSA-MIR-101-3P","PTGS2"
"HSA-MIR-101-3P","ZEB2"
"HSA-MIR-101-5P","TLR2"
"HSA-MIR-103A-3P","SNCG"
"HSA-MIR-103A-3P","OLFM4"
"HSA-MIR-105-5P","TLR2"
"HSA-MIR-106B-5P","CCND2"
"HSA-MIR-107","SNCG"
"HSA-MIR-107","CPEB1"
"HSA-MIR-107","PLAG1"
"HSA-MIR-10B-5P","HOXB3"
"HSA-MIR-10B-5P","NRP2"
"HSA-MIR-122-5P","EGLN3"
"HSA-MIR-122-5P","NCAM1"
"HSA-MIR-122-5P","ANK2"
"HSA-MIR-122-5P","ATP1A2"
"HSA-MIR-122-5P","DUSP2"
